-;01.2011;02.2011;03.2011;04.2011;05.2011;06.2011;07.2011;08.2011;09.2011;10.2011;11.2011;12.2011;01.2012;02.2012;03.2012;04.2012;05.2012;06.2012;07.2012;08.2012;09.2012;10.2012;11.2012;12.2012;01.2013;02.2013;03.2013;04.2013;05.2013;06.2013;07.2013;08.2013;09.2013;10.2013;11.2013;12.2013;01.2014;02.2014;03.2014;04.2014;05.2014;06.2014;07.2014;08.2014;09.2014;10.2014;11.2014;12.2014;01.2015;02.2015;03.2015;04.2015;05.2015;06.2015;07.2015;08.2015;09.2015;10.2015;11.2015;12.2015;01.2016;02.2016;03.2016;04.2016;05.2016;06.2016;07.2016;08.2016;09.2016;10.2016;11.2016;12.2016;01.2017;02.2017;03.2017;04.2017;05.2017;06.2017;07.2017;08.2017;09.2017;10.2017;11.2017;12.2017;01.2018;02.2018;03.2018;04.2018;05.2018;06.2018;07.2018;08.2018;09.2018;10.2018;11.2018;12.2018;01.2019;02.2019;03.2019;04.2019;05.2019;06.2019;07.2019;08.2019;09.2019;10.2019;11.2019;12.2019;01.2020;02.2020;03.2020;04.2020;05.2020;06.2020;07.2020;08.2020;09.2020;10.2020;11.2020;12.2020;01.2021;02.2021;03.2021;04.2021;05.2021;06.2021;07.2021;08.2021;09.2021;10.2021;11.2021;12.2021;01.2022;02.2022;03.2022;04.2022;05.2022;06.2022;07.2022;08.2022;09.2022;10.2022;11.2022;12.2022;01.2023;02.2023;03.2023;04.2023;05.2023;06.2023;07.2023;08.2023;09.2023;10.2023;11.2023;12.2023;01.2024;02.2024;03.2024;04.2024;05.2024;06.2024;07.2024;08.2024;09.2024;10.2024;11.2024;12.2024;01.2025;02.2025;03.2025;04.2025;05.2025;06.2025;07.2025;08.2025;09.2025;10.2025;11.2025;12.2025;01.2026;02.2026;03.2026
"PSCMI 1/T [PLN/T]";241.5714922;241.7395858;244.0460299;246.7914369;250.8868312;250.6063219;249.8383913;249.0016909;249.8467059;252.0489677;256.0003894;263.9575429;283.6144372;273.503591;277.8469796;277.9336803;278.0442861;280.3735382;280.7591328;276.1042887;279.9629726;279.5979488;280.6031805;275.4571162;270.65;271.57;263.48;264.93;257.83;250.29;257.52;247.31;235.23;234.56;237.82;242.33;243.0538739;240.610249;237.5620328;234.8369234;232.7752838;232.6776321;227.5953007;231.6077657;234.62;230.52;230.93;231.32;227.78;222.6;212.43;209.95;210.8;216.8;216.33;217.16;218.94;218.97;217.36;225.98;201.17;192.97;194.34;195;195.4;193.54;196.13;188.78;197.09;189.71;189.49;190.49;198.38;198.6;200.2;199.26;208.64;208.45;208.39;200.76;206.17;208.75;211.41;212.66;226.76;228.22;230.75;238.22;237.2;239.42;238.1;248.44;245.38;243.44;250.78;241.76;254.77;255.97;258.14;260.91;256.52;263.75;260;258.89;263.36;266.03;266.35;265.23;268.32;261.84;262.49;263.94;267.21;267.39;263.1;263.94;260.69;262.06;256.99;254.8;255.97;253.82;252.24;247.43;242.94;249.69;246.03;248.52;245.17;246.37;237.41;253.47;290.64;294.1;290.19;300.9;334.74;345.8;344.23;641.36;628.2;545.13;551.3;535.13;701.11;690.74;707.9;705.49;716.43;738.61;726.66;703.15;741.22;691.25;665.87;618.9;505.96;485.45;481.76;512.62;482.11;479.98;483.28;478.86;476.04;477.49;461.47;458.29;360.64;366.78;356.91;353.63;355.24;348.32;336.12;327.4;331.12;304.63;336.41;336.11;321.26;309.5;294.37
"PSCMI 1/Q [PLN/GJ]";11.29;11.26;11.19;11.33;11.38;11.46;11.43;11.5;11.46;11.63;11.69;11.97;12.81966739;12.44776036;12.55574108;12.46882503;12.43515359;12.45027217;12.52210684;12.50878712;12.55820564;12.58117564;12.60661061;12.4283527;12.19;12.12;11.89;11.83;11.46;11.29;11.45;11.08;10.62;10.58;10.74;10.9;10.82087006;10.76227829;10.69261374;10.4927637;10.42665555;10.48531473;10.44879809;10.52889159;10.56;10.45;10.45;10.5;10.33;10.15;9.47;9.39;9.56;9.65;9.69;9.85;9.8;9.86;9.83;10.15;8.93;8.79;8.75;8.88;8.9;8.81;8.86;8.52;8.91;8.57;8.65;8.61;8.92;8.93;8.88;8.84;9.21;9.3;9.33;9.22;9.39;9.45;9.57;9.64;10.41;10.48;10.57;10.79;10.73;10.9;11.08;11.43;11.28;11.28;11.33;11.1;11.86;11.89;11.91;12.11;11.83;11.96;11.91;11.91;12.1;12.17;12.15;12.13;12.05;11.95;12.06;11.9;12.11;12.09;11.75;11.75;11.85;11.99;11.81;11.73;11.62;11.53;11.52;11.39;11.14;11.44;11.41;11.55;11.36;11.34;11.02;11.68;13.52;13.65;13.4;13.61;15.2;16.15;16.2;30.36;29.34;25.82;25.84;25.14;32.21;31.89;32.99;33.21;33.64;34.18;33.55;33.19;33.95;31.94;30.97;28.51;23.59;22.63;22.44;23.76;22.39;21.88;22.18;22.13;21.75;21.88;21.25;20.79;16.63;16.78;16.55;16.36;16.29;15.95;15.59;15.11;15.31;14.25;15.28;15.45;14.72;14.35;13.63
