Date;Market;Instrument;Open;Last;Low;High;Slmnt;Trades;Quantity;Trade qty;O/I;
01.01.2020;RDN-1;RDN_02-01-20_H19;200,8;200;200;200,8;0;123;1927,5;387034,72;1561;
01.01.2020;RDN-1;RDN_02-01-20_H20;199,89;199,89;199,89;199,89;0;122;2061,8;412133,202;1766,5;
01.01.2020;RDN-1;RDN_02-01-20_H21;180,86;180,86;180,86;180,86;0;118;2399,4;433955,484;2089,5;
01.01.2020;RDN-1;RDN_02-01-20_H22;160;160;160;160;0;127;3337,4;533984;3011,1;
01.01.2020;RDN-1;RDN_02-01-20_H23;145,85;145,85;145,85;145,85;0;106;1912,8;278981,88;1653;
01.01.2020;RDN-1;RDN_02-01-20_H24;120,85;120,85;120,85;120,85;0;116;2193,7;265108,645;1956,1;
01.01.2020;SGT_BASE;SGT_BASE_02-01-20;0;0;0;0;0;0;0;0;0;
02.01.2020;BASE;BASE_03-01-20;160;168;160;168;0;39;361;1437492;251;
02.01.2020;BASE;BASE_04-01-20;140;133;133;140;0;10;80;262080;67;
02.01.2020;BASE_M;BASE_M-02-20;222;219;219;222;226;6;10;1535376;154;
02.01.2020;BASE_M;BASE_M-03-20;221;219,5;219,5;221;223,67;9;12;1964120,5;46;
02.01.2020;BASE_M;BASE_M-04-20;0;0;0;0;232;0;0;0;0;
02.01.2020;BASE_M;BASE_M-05-20;0;0;0;0;0;0;0;0;0;
02.01.2020;BASE_M;BASE_M-06-20;0;0;0;0;0;0;0;0;0;
02.01.2020;BASE_M;BASE_M-07-20;0;0;0;0;0;0;0;0;0;
02.01.2020;BASE_M;BASE_M-08-20;0;0;0;0;0;0;0;0;0;
02.01.2020;BASE_M;BASE_M-09-20;0;0;0;0;0;0;0;0;0;
02.01.2020;BASE_M;BASE_M-10-20;0;0;0;0;0;0;0;0;0;
02.01.2020;BASE_Q;BASE_Q-1-21;0;0;0;0;240;0;0;0;0;
02.01.2020;BASE_Q;BASE_Q-2-20;244,5;244,5;244,5;245;245,22;7;12;6415390,8;95;
02.01.2020;BASE_Q;BASE_Q-2-21;0;0;0;0;0;0;0;0;0;
02.01.2020;BASE_Q;BASE_Q-3-20;0;0;0;0;258,85;0;0;0;44;
02.01.2020;BASE_Q;BASE_Q-3-21;0;0;0;0;0;0;0;0;0;
02.01.2020;BASE_Q;BASE_Q-4-20;241;240;240;241;241;4;8;4254534;162;
02.01.2020;BASE_W;BASE_W-02-20;189;188;188;189;195,8;7;13;412272;76;
02.01.2020;BASE_W;BASE_W-03-20;210;210;210;210;222;9;14;493920;21;
02.01.2020;BASE_W;BASE_W-04-20;221;216;216;221;226;8;15;548352;17;
02.01.2020;BASE_W;BASE_W-05-20;0;0;0;0;220;0;0;0;2;
02.01.2020;BASE_W;BASE_W-06-20;0;0;0;0;0;0;0;0;0;
02.01.2020;BASE_W;BASE_W-07-20;0;0;0;0;0;0;0;0;0;
02.01.2020;BASE_WEEKEND;BASE_WEEKEND_01-20;0;0;0;0;0;0;0;0;0;
02.01.2020;BASE_Y;BASE_Y-21;253;254;253;254;254,89;5;7;15549000;1521;
02.01.2020;BASE_Y;BASE_Y-22;0;0;0;0;256;0;0;0;280;
02.01.2020;BASE_Y;BASE_Y-23;0;0;0;0;0;0;0;0;0;
02.01.2020;GAS_BASE;GAS_BASE_03-01-20;63,25;63,4;63,25;63,95;0;62;1484;2265789,36;1366;
02.01.2020;GAS_BASE_M;GAS_BASE_M-02-20;64;64;64;64;63,74;2;3;133632;14428;
02.01.2020;GAS_BASE_M;GAS_BASE_M-03-20;0;0;0;0;63;0;0;0;13711;
02.01.2020;GAS_BASE_M;GAS_BASE_M-04-20;61;61;61;61;61,5;4;20;878400;25;
02.01.2020;GAS_BASE_Q;GAS_BASE_Q-1-21;0;0;0;0;0;0;0;0;0;
02.01.2020;GAS_BASE_Q;GAS_BASE_Q-2-20;61;60;59,5;61;60,79;22;60;7876159,2;5484;
02.01.2020;GAS_BASE_Q;GAS_BASE_Q-3-20;60;60;60;60;60;1;2;264960;4934;
02.01.2020;GAS_BASE_Q;GAS_BASE_Q-4-20;81;80,5;80,5;81;81,48;6;15;2679517;5922;
02.01.2020;GAS_BASE_S;GAS_BASE_S-S-20;0;0;0;0;60,38;0;0;0;35;
02.01.2020;GAS_BASE_S;GAS_BASE_S-S-21;0;0;0;0;0;0;0;0;0;
02.01.2020;GAS_BASE_S;GAS_BASE_S-W-20;83,5;83,5;83,5;83,5;84,3;3;7;2553096;1647;
02.01.2020;GAS_BASE_W;GAS_BASE_W-02-20;63,45;63,45;63,45;63,45;61;1;1;10659,6;42;
02.01.2020;GAS_BASE_W;GAS_BASE_W-03-20;0;0;0;0;0;0;0;0;0;
02.01.2020;GAS_BASE_W;GAS_BASE_W-04-20;0;0;0;0;0;0;0;0;0;
02.01.2020;GAS_BASE_W;GAS_BASE_W-05-20;0;0;0;0;0;0;0;0;0;
02.01.2020;GAS_BASE_Y;GAS_BASE_Y-21;83,5;83;83;83,5;84,27;6;11;8019780;1373;
02.01.2020;GAS_BASE_Y;GAS_BASE_Y-22;0;0;0;0;0;0;0;0;0;
02.01.2020;GAS_RDB;GAS_RDB_02-01-20;62,95;67;62,95;67;0;93;42180;2776835,6;41095;
02.01.2020;GAS_WEEKEND;GAS_WEEKEND_01-20;0;0;0;0;0;0;0;0;0;
02.01.2020;GLW_BASE;GLW_BASE_03-01-20;0;0;0;0;0;0;0;0;0;
02.01.2020;GLW_RDB;GLW_RDB_02-01-20;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK;OFFPEAK_03-01-20;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK;OFFPEAK_04-01-20;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK_M;OFFPEAK_M-02-20;0;0;0;0;191;0;0;0;0;
02.01.2020;OFFPEAK_M;OFFPEAK_M-03-20;0;0;0;0;185;0;0;0;0;
02.01.2020;OFFPEAK_M;OFFPEAK_M-04-20;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK_M;OFFPEAK_M-05-20;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK_M;OFFPEAK_M-06-20;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK_M;OFFPEAK_M-07-20;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK_M;OFFPEAK_M-08-20;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK_M;OFFPEAK_M-09-20;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK_M;OFFPEAK_M-10-20;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK_Q;OFFPEAK_Q-1-21;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK_Q;OFFPEAK_Q-2-20;0;0;0;0;218;0;0;0;0;
02.01.2020;OFFPEAK_Q;OFFPEAK_Q-2-21;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK_Q;OFFPEAK_Q-3-20;0;0;0;0;230;0;0;0;1;
02.01.2020;OFFPEAK_Q;OFFPEAK_Q-3-21;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK_Q;OFFPEAK_Q-4-20;0;0;0;0;206;0;0;0;0;
02.01.2020;OFFPEAK_W;OFFPEAK_W-02-20;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK_W;OFFPEAK_W-03-20;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK_W;OFFPEAK_W-04-20;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK_W;OFFPEAK_W-05-20;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK_W;OFFPEAK_W-06-20;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK_W;OFFPEAK_W-07-20;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFPEAK_Y;OFFPEAK_Y-21;0;0;0;0;220;0;0;0;2;
02.01.2020;OFFPEAK_Y;OFFPEAK_Y-22;0;0;0;0;220;0;0;0;0;
02.01.2020;OFFPEAK_Y;OFFPEAK_Y-23;0;0;0;0;0;0;0;0;0;
02.01.2020;OFFP_WEEKEND;OFFP_WEEKEND_01-20;0;0;0;0;0;0;0;0;0;
02.01.2020;PEAK;PEAK_03-01-20;189;189;188;190;0;36;361;1022464,5;278;
02.01.2020;PEAK;PEAK_04-01-20;0;0;0;0;0;0;0;0;0;
02.01.2020;PEAK5_M;PEAK5_M-02-20;0;0;0;0;271,5;0;0;0;33;
02.01.2020;PEAK5_M;PEAK5_M-03-20;0;0;0;0;263,13;0;0;0;7;
02.01.2020;PEAK5_M;PEAK5_M-04-20;0;0;0;0;0;0;0;0;0;
02.01.2020;PEAK5_M;PEAK5_M-05-20;0;0;0;0;0;0;0;0;0;
02.01.2020;PEAK5_M;PEAK5_M-06-20;0;0;0;0;0;0;0;0;0;
02.01.2020;PEAK5_M;PEAK5_M-07-20;0;0;0;0;0;0;0;0;0;
02.01.2020;PEAK5_M;PEAK5_M-08-20;0;0;0;0;0;0;0;0;0;
02.01.2020;PEAK5_M;PEAK5_M-09-20;0;0;0;0;0;0;0;0;0;
02.01.2020;PEAK5_M;PEAK5_M-10-20;0;0;0;0;0;0;0;0;0;
02.01.2020;PEAK5_Q;PEAK5_Q-1-21;0;0;0;0;0;0;0;0;0;
02.01.2020;PEAK5_Q;PEAK5_Q-2-20;0;0;0;0;277,13;0;0;0;22;
02.01.2020;PEAK5_Q;PEAK5_Q-2-21;0;0;0;0;0;0;0;0;0;
02.01.2020;PEAK5_Q;PEAK5_Q-3-20;0;0;0;0;290,5;0;0;0;21;
02.01.2020;PEAK5_Q;PEAK5_Q-3-21;0;0;0;0;0;0;0;0;0;
02.01.2020;PEAK5_Q;PEAK5_Q-4-20;280;280;280;280;282,55;1;1;268800;18;
02.01.2020;PEAK5_W;PEAK5_W-02-20;235;229;229;235;241;4;10;138540;34;
02.01.2020;PEAK5_W;PEAK5_W-03-20;0;0;0;0;249,5;0;0;0;7;
02.01.2020;PEAK5_W;PEAK5_W-04-20;235;238;235;238;240;4;8;141900;16;
02.01.2020;PEAK5_W;PEAK5_W-05-20;0;0;0;0;0;0;0;0;0;
02.01.2020;PEAK5_W;PEAK5_W-06-20;0;0;0;0;0;0;0;0;0;
02.01.2020;PEAK5_W;PEAK5_W-07-20;0;0;0;0;0;0;0;0;0;
02.01.2020;PEAK5_Y;PEAK5_Y-21;298,9;298,99;298,9;298,99;300;2;2;2277960,9;527;
02.01.2020;PEAK5_Y;PEAK5_Y-22;299,5;299,5;299,5;299,5;301;2;2;2264220;91;
02.01.2020;PEAK5_Y;PEAK5_Y-23;0;0;0;0;0;0;0;0;0;
02.01.2020;PEAK_WEEKEND;PEAK_WEEKEND_01-20;0;0;0;0;0;0;0;0;0;
02.01.2020;PMBG;PMBG;0;0;0;0;0;0;0;0;0;
02.01.2020;PMEF;PMEF;1736;1736;1734;1736;0;14;2678978;4649651668;681296165;
02.01.2020;PMEF-2019;PMEF-2019;1736;1750;1736;1750;0;5;363241;633211376;33139625;
02.01.2020;PMEF-2020;PMEF-2020;0;0;0;0;0;0;0;0;0;
02.01.2020;PMEF_F;PMEF_F;1750;1736;1736;1750;0;3;193215;335771240;18183040;
02.01.2020;PMOZE;PMOZE;0;0;0;0;0;0;0;0;1061309;
02.01.2020;PMOZE_A;PMOZE_A;142;145,1;142;145,5;0;111;79117108;11371871338;31337355062;
02.01.2020;PMOZE-BIO;PMOZE-BIO;303;300,05;300,05;303;0;7;1052438;316400066;1361569410;
02.01.2020;RDN-1;RDN_03-01-20_H01;149,73;149,73;149,73;149,73;0;121;2556,9;382844,637;2295;
02.01.2020;RDN-1;RDN_03-01-20_H02;137,3;137,3;137,3;137,3;0;123;2815,9;386623,07;2535,6;
02.01.2020;RDN-1;RDN_03-01-20_H03;121,74;121,74;121,74;121,74;0;124;3038;369846,12;2745,4;
02.01.2020;RDN-1;RDN_03-01-20_H04;118,76;118,76;118,76;118,76;0;131;3009,2;357372,592;2714,1;
02.01.2020;RDN-1;RDN_03-01-20_H05;123,99;123,99;123,99;123,99;0;123;2834,9;351499,251;2558,9;
02.01.2020;RDN-1;RDN_03-01-20_H06;139,27;139,27;139,27;139,27;0;125;2452,6;341573,602;2213;
02.01.2020;RDN-1;RDN_03-01-20_H07;159,64;159,64;159,64;159,64;0;121;1519,8;242620,872;1288,8;
02.01.2020;RDN-1;RDN_03-01-20_H08;169,7;168,5;168;169,7;0;142;3016,8;511929,86;2681,3;
02.01.2020;RDN-1;RDN_03-01-20_H09;175;175;175;175;0;136;2784;487200;2397,6;
02.01.2020;RDN-1;RDN_03-01-20_H10;177,51;177,51;177,51;177,51;0;132;2683,2;476294,832;2294,4;
02.01.2020;RDN-1;RDN_03-01-20_H11;177,51;177,51;177,51;177,51;0;130;2679,7;475673,547;2286;
02.01.2020;RDN-1;RDN_03-01-20_H12;180,04;180;180;180,04;0;125;2409,6;433823,544;1975,5;
02.01.2020;RDN-1;RDN_03-01-20_H13;180,96;180;180;180,96;0;122;2317,4;419336,544;1892,2;
02.01.2020;RDN-1;RDN_03-01-20_H14;181,01;181,01;181,01;181,01;0;121;2240,3;405516,703;1900,2;
02.01.2020;RDN-1;RDN_03-01-20_H15;179;179;179;179;0;126;2521,7;451384,3;2170,3;
02.01.2020;RDN-1;RDN_03-01-20_H16;178,03;173;173;178,03;0;132;2479,5;441375,085;2118,2;
02.01.2020;RDN-1;RDN_03-01-20_H17;184,11;184,11;184,11;184,11;0;128;2242;412774,62;1887;
02.01.2020;RDN-1;RDN_03-01-20_H18;184,11;184,11;184,11;184,11;0;130;2287,5;421151,625;1879,8;
02.01.2020;RDN-1;RDN_03-01-20_H19;180,36;180,36;180,36;180,36;0;129;2421,5;436741,74;2043,4;
02.01.2020;RDN-1;RDN_03-01-20_H20;180;180;180;180;0;129;2580,5;464490;2168,3;
02.01.2020;RDN-1;RDN_03-01-20_H21;173,12;168;168;173,12;0;139;2986,1;516842,08;2682,2;
02.01.2020;RDN-1;RDN_03-01-20_H22;144,99;138;138;144,99;0;143;3537,4;512733,575;3217;
02.01.2020;RDN-1;RDN_03-01-20_H23;154;154;154;154;0;114;2065,3;318056,2;1810,2;
02.01.2020;RDN-1;RDN_03-01-20_H24;130,73;130,73;130,73;130,73;0;114;2316;302770,68;2085,4;
02.01.2020;SGT_BASE;SGT_BASE_03-01-20;0;0;0;0;0;0;0;0;0;
03.01.2020;BASE;BASE_04-01-20;130;133,9;130;133,9;0;94;713;2246668,8;591;
03.01.2020;BASE;BASE_05-01-20;152;155;152;155;0;2;12;43920;12;
03.01.2020;BASE_M;BASE_M-02-20;215;215,5;215;216;220,58;11;19;2854296;158;
03.01.2020;BASE_M;BASE_M-03-20;216;216;216;216;220,22;1;2;320976;46;
03.01.2020;BASE_M;BASE_M-04-20;234;228;228;234;232;2;4;665280;4;
03.01.2020;BASE_M;BASE_M-05-20;0;0;0;0;0;0;0;0;0;
03.01.2020;BASE_M;BASE_M-06-20;0;0;0;0;0;0;0;0;0;
03.01.2020;BASE_M;BASE_M-07-20;0;0;0;0;0;0;0;0;0;
03.01.2020;BASE_M;BASE_M-08-20;0;0;0;0;0;0;0;0;0;
03.01.2020;BASE_M;BASE_M-09-20;0;0;0;0;0;0;0;0;0;
03.01.2020;BASE_M;BASE_M-10-20;0;0;0;0;0;0;0;0;0;
03.01.2020;BASE_Q;BASE_Q-1-21;0;0;0;0;243;0;0;0;0;
03.01.2020;BASE_Q;BASE_Q-2-20;0;0;0;0;244,78;0;0;0;95;
03.01.2020;BASE_Q;BASE_Q-2-21;0;0;0;0;0;0;0;0;0;
03.01.2020;BASE_Q;BASE_Q-3-20;0;0;0;0;257,25;0;0;0;44;
03.01.2020;BASE_Q;BASE_Q-3-21;0;0;0;0;0;0;0;0;0;
03.01.2020;BASE_Q;BASE_Q-4-20;0;0;0;0;240,75;0;0;0;162;
03.01.2020;BASE_W;BASE_W-02-20;185;185;185;188,5;188,71;13;27;847224;103;
03.01.2020;BASE_W;BASE_W-03-20;210;215;210;215;210;2;4;142800;21;
03.01.2020;BASE_W;BASE_W-04-20;220;220;220;220;217,63;1;2;73920;19;
03.01.2020;BASE_W;BASE_W-05-20;0;0;0;0;220,5;0;0;0;2;
03.01.2020;BASE_W;BASE_W-06-20;0;0;0;0;0;0;0;0;0;
03.01.2020;BASE_W;BASE_W-07-20;0;0;0;0;0;0;0;0;0;
03.01.2020;BASE_WEEKEND;BASE_WEEKEND_01-20;0;0;0;0;0;0;0;0;0;
03.01.2020;BASE_Y;BASE_Y-21;254,5;254;254;254,5;253,6;7;9;20042880;1528;
03.01.2020;BASE_Y;BASE_Y-22;0;0;0;0;255;0;0;0;280;
03.01.2020;BASE_Y;BASE_Y-23;0;0;0;0;0;0;0;0;0;
03.01.2020;GAS_BASE;GAS_BASE_04-01-20;62;61,5;61,5;63,6;0;17;316;475314;258;
03.01.2020;GAS_BASE_M;GAS_BASE_M-02-20;64;64;64;64,5;64;4;13;581160;14430;
03.01.2020;GAS_BASE_M;GAS_BASE_M-03-20;0;0;0;0;63,38;0;0;0;13711;
03.01.2020;GAS_BASE_M;GAS_BASE_M-04-20;61;61,25;61;61,6;61;9;55;2432160;60;
03.01.2020;GAS_BASE_Q;GAS_BASE_Q-1-21;0;0;0;0;88;0;0;0;0;
03.01.2020;GAS_BASE_Q;GAS_BASE_Q-2-20;60,5;60,5;60,5;60,5;59,87;14;38;5021016;5515;
03.01.2020;GAS_BASE_Q;GAS_BASE_Q-3-20;60,75;60;60;60,75;60;2;4;531576;4935;
03.01.2020;GAS_BASE_Q;GAS_BASE_Q-4-20;81;81;81;81,25;80,88;4;10;1790946,75;5926;
03.01.2020;GAS_BASE_S;GAS_BASE_S-S-20;0;0;0;0;56,5;0;0;0;35;
03.01.2020;GAS_BASE_S;GAS_BASE_S-S-21;0;0;0;0;0;0;0;0;0;
03.01.2020;GAS_BASE_S;GAS_BASE_S-W-20;84;84;84;84;83,5;2;10;3669120;1657;
03.01.2020;GAS_BASE_W;GAS_BASE_W-02-20;0;0;0;0;63,45;0;0;0;42;
03.01.2020;GAS_BASE_W;GAS_BASE_W-03-20;0;0;0;0;0;0;0;0;0;
03.01.2020;GAS_BASE_W;GAS_BASE_W-04-20;0;0;0;0;0;0;0;0;0;
03.01.2020;GAS_BASE_W;GAS_BASE_W-05-20;0;0;0;0;0;0;0;0;0;
03.01.2020;GAS_BASE_Y;GAS_BASE_Y-21;83,5;83,25;83;83,5;83,21;10;17;12399780;1377;
03.01.2020;GAS_BASE_Y;GAS_BASE_Y-22;90;90;90;90;87,23;1;5;3942000;5;
03.01.2020;GAS_RDB;GAS_RDB_03-01-20;64;66;63;66;0;73;29084;1870350,4;24850;
03.01.2020;GAS_WEEKEND;GAS_WEEKEND_01-20;61,9;62;61,5;63,7;0;50;1046;3133984,8;859;
03.01.2020;GLW_BASE;GLW_BASE_04-01-20;0;0;0;0;0;0;0;0;0;
03.01.2020;GLW_RDB;GLW_RDB_03-01-20;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFPEAK;OFFPEAK_04-01-20;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFPEAK;OFFPEAK_05-01-20;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFPEAK_M;OFFPEAK_M-02-20;0;0;0;0;190;0;0;0;0;
03.01.2020;OFFPEAK_M;OFFPEAK_M-03-20;0;0;0;0;189,5;0;0;0;0;
03.01.2020;OFFPEAK_M;OFFPEAK_M-04-20;0;0;0;0;197,5;0;0;0;0;
03.01.2020;OFFPEAK_M;OFFPEAK_M-05-20;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFPEAK_M;OFFPEAK_M-06-20;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFPEAK_M;OFFPEAK_M-07-20;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFPEAK_M;OFFPEAK_M-08-20;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFPEAK_M;OFFPEAK_M-09-20;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFPEAK_M;OFFPEAK_M-10-20;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFPEAK_Q;OFFPEAK_Q-1-21;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFPEAK_Q;OFFPEAK_Q-2-20;0;0;0;0;218;0;0;0;0;
03.01.2020;OFFPEAK_Q;OFFPEAK_Q-2-21;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFPEAK_Q;OFFPEAK_Q-3-20;0;0;0;0;230;0;0;0;1;
03.01.2020;OFFPEAK_Q;OFFPEAK_Q-3-21;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFPEAK_Q;OFFPEAK_Q-4-20;0;0;0;0;206;0;0;0;0;
03.01.2020;OFFPEAK_W;OFFPEAK_W-02-20;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFPEAK_W;OFFPEAK_W-03-20;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFPEAK_W;OFFPEAK_W-04-20;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFPEAK_W;OFFPEAK_W-05-20;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFPEAK_W;OFFPEAK_W-06-20;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFPEAK_W;OFFPEAK_W-07-20;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFPEAK_Y;OFFPEAK_Y-21;0;0;0;0;220;0;0;0;2;
03.01.2020;OFFPEAK_Y;OFFPEAK_Y-22;0;0;0;0;220;0;0;0;0;
03.01.2020;OFFPEAK_Y;OFFPEAK_Y-23;0;0;0;0;0;0;0;0;0;
03.01.2020;OFFP_WEEKEND;OFFP_WEEKEND_01-20;0;0;0;0;0;0;0;0;0;
03.01.2020;PEAK;PEAK_04-01-20;149;153;149;153;0;6;40;90476,25;29;
03.01.2020;PEAK;PEAK_05-01-20;0;0;0;0;0;0;0;0;0;
03.01.2020;PEAK5_M;PEAK5_M-02-20;0;0;0;0;269,5;0;0;0;33;
03.01.2020;PEAK5_M;PEAK5_M-03-20;0;0;0;0;256,5;0;0;0;7;
03.01.2020;PEAK5_M;PEAK5_M-04-20;0;0;0;0;0;0;0;0;0;
03.01.2020;PEAK5_M;PEAK5_M-05-20;0;0;0;0;0;0;0;0;0;
03.01.2020;PEAK5_M;PEAK5_M-06-20;0;0;0;0;0;0;0;0;0;
03.01.2020;PEAK5_M;PEAK5_M-07-20;0;0;0;0;0;0;0;0;0;
03.01.2020;PEAK5_M;PEAK5_M-08-20;0;0;0;0;0;0;0;0;0;
03.01.2020;PEAK5_M;PEAK5_M-09-20;0;0;0;0;0;0;0;0;0;
03.01.2020;PEAK5_M;PEAK5_M-10-20;0;0;0;0;0;0;0;0;0;
03.01.2020;PEAK5_Q;PEAK5_Q-1-21;0;0;0;0;0;0;0;0;0;
03.01.2020;PEAK5_Q;PEAK5_Q-2-20;0;0;0;0;275,88;0;0;0;22;
03.01.2020;PEAK5_Q;PEAK5_Q-2-21;0;0;0;0;0;0;0;0;0;
03.01.2020;PEAK5_Q;PEAK5_Q-3-20;0;0;0;0;286,5;0;0;0;21;
03.01.2020;PEAK5_Q;PEAK5_Q-3-21;0;0;0;0;0;0;0;0;0;
03.01.2020;PEAK5_Q;PEAK5_Q-4-20;280;280;280;280;280;1;2;537600;20;
03.01.2020;PEAK5_W;PEAK5_W-02-20;225;225;225;225;231;4;8;108000;42;
03.01.2020;PEAK5_W;PEAK5_W-03-20;0;0;0;0;239,5;0;0;0;7;
03.01.2020;PEAK5_W;PEAK5_W-04-20;240;240;240;240;236,5;1;2;36000;18;
03.01.2020;PEAK5_W;PEAK5_W-05-20;260;260;260;260;0;1;2;39000;2;
03.01.2020;PEAK5_W;PEAK5_W-06-20;0;0;0;0;0;0;0;0;0;
03.01.2020;PEAK5_W;PEAK5_W-07-20;0;0;0;0;0;0;0;0;0;
03.01.2020;PEAK5_Y;PEAK5_Y-21;299;299;299;299;298,95;1;2;2278380;529;
03.01.2020;PEAK5_Y;PEAK5_Y-22;299;299;299;299;299,5;1;2;2260440;93;
03.01.2020;PEAK5_Y;PEAK5_Y-23;0;0;0;0;0;0;0;0;0;
03.01.2020;PEAK_WEEKEND;PEAK_WEEKEND_01-20;0;0;0;0;0;0;0;0;0;
03.01.2020;RDN-1;RDN_04-01-20_H01;148,67;148,67;148,67;148,67;0;106;2783,9;413882,413;2544,9;
03.01.2020;RDN-1;RDN_04-01-20_H02;128,27;128,27;128,27;128,27;0;110;3427,5;439645,425;3070,6;
