Date;Market;Instrument;Open;Last;Low;High;Slmnt;Trades;Quantity;Trade qty;O/I;
02.01.2024;H-PEAK5_W;H-PEAK5_W-04-24;0;0;0;0;0;0;0;0;0;
02.01.2024;H-PEAK5_W;H-PEAK5_W-05-24;0;0;0;0;0;0;0;0;0;
02.01.2024;KUK_A_WMA-03;KUK_A_WMA-03;0;0;0;0;0;0;0;0;0;
02.01.2024;L-PEAK5_M;L-PEAK5_M-02-24;0;0;0;0;0;0;0;0;0;
02.01.2024;L-PEAK5_M;L-PEAK5_M-03-24;0;0;0;0;0;0;0;0;0;
02.01.2024;L-PEAK5_Q;L-PEAK5_Q-2-24;0;0;0;0;0;0;0;0;0;
02.01.2024;L-PEAK5_Q;L-PEAK5_Q-3-24;0;0;0;0;0;0;0;0;0;
02.01.2024;L-PEAK5_W;L-PEAK5_W-02-24;0;0;0;0;0;0;0;0;0;
02.01.2024;L-PEAK5_W;L-PEAK5_W-03-24;0;0;0;0;0;0;0;0;0;
02.01.2024;L-PEAK5_W;L-PEAK5_W-04-24;0;0;0;0;0;0;0;0;0;
02.01.2024;L-PEAK5_W;L-PEAK5_W-05-24;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK;OFFPEAK_03-01-24;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK;OFFPEAK_04-01-24;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_M;OFFPEAK_M-02-24;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_M;OFFPEAK_M-03-24;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_M;OFFPEAK_M-04-24;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_M;OFFPEAK_M-05-24;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_M;OFFPEAK_M-06-24;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_M;OFFPEAK_M-07-24;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_Q;OFFPEAK_Q-1-25;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_Q;OFFPEAK_Q-2-24;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_Q;OFFPEAK_Q-2-25;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_Q;OFFPEAK_Q-3-24;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_Q;OFFPEAK_Q-3-25;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_Q;OFFPEAK_Q-4-24;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_W;OFFPEAK_W-02-24;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_W;OFFPEAK_W-03-24;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_W;OFFPEAK_W-04-24;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_W;OFFPEAK_W-05-24;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_W;OFFPEAK_W-06-24;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_Y;OFFPEAK_Y-25;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_Y;OFFPEAK_Y-26;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_Y;OFFPEAK_Y-27;0;0;0;0;0;0;0;0;0;
02.01.2024;OFFPEAK_Y;OFFPEAK_Y-28;0;0;0;0;0;0;0;0;0;
02.01.2024;PEAK;PEAK_03-01-24;0;0;0;0;0;0;0;0;0;
02.01.2024;PEAK;PEAK_04-01-24;0;0;0;0;0;0;0;0;0;
02.01.2024;PEAK5_M;PEAK5_M-02-24;0;0;0;0;581;0;0;0;0;
02.01.2024;PEAK5_M;PEAK5_M-03-24;0;0;0;0;520;0;0;0;0;
02.01.2024;PEAK5_M;PEAK5_M-04-24;0;0;0;0;0;0;0;0;0;
02.01.2024;PEAK5_M;PEAK5_M-05-24;0;0;0;0;0;0;0;0;0;
02.01.2024;PEAK5_M;PEAK5_M-06-24;0;0;0;0;0;0;0;0;0;
02.01.2024;PEAK5_M;PEAK5_M-07-24;0;0;0;0;0;0;0;0;0;
02.01.2024;PEAK5_Q;PEAK5_Q-1-25;0;0;0;0;0;0;0;0;0;
02.01.2024;PEAK5_Q;PEAK5_Q-2-24;0;0;0;0;492,5;0;0;0;4;
02.01.2024;PEAK5_Q;PEAK5_Q-2-25;0;0;0;0;0;0;0;0;0;
02.01.2024;PEAK5_Q;PEAK5_Q-3-24;0;0;0;0;515;0;0;0;2;
02.01.2024;PEAK5_Q;PEAK5_Q-3-25;0;0;0;0;0;0;0;0;0;
02.01.2024;PEAK5_Q;PEAK5_Q-4-24;0;0;0;0;585;0;0;0;39;
02.01.2024;PEAK5_W;PEAK5_W-02-24;0;0;0;0;0;0;0;0;0;
02.01.2024;PEAK5_W;PEAK5_W-03-24;0;0;0;0;0;0;0;0;0;
02.01.2024;PEAK5_W;PEAK5_W-04-24;0;0;0;0;0;0;0;0;0;
02.01.2024;PEAK5_W;PEAK5_W-05-24;0;0;0;0;0;0;0;0;0;
02.01.2024;PEAK5_W;PEAK5_W-06-24;0;0;0;0;0;0;0;0;0;
02.01.2024;PEAK5_Y;PEAK5_Y-25;0;0;0;0;558;0;0;0;0;
02.01.2024;PEAK5_Y;PEAK5_Y-26;0;0;0;0;0;0;0;0;0;
02.01.2024;PEAK5_Y;PEAK5_Y-27;0;0;0;0;0;0;0;0;0;
02.01.2024;PEAK5_Y;PEAK5_Y-28;0;0;0;0;0;0;0;0;0;
02.01.2024;PMBG;PMBG;0;0;0;0;0;0;0;0;0;
02.01.2024;PMEF-2023;PMEF-2023;0;0;0;0;0;0;0;0;0;
02.01.2024;PMEF-2024;PMEF-2024;0;0;0;0;0;0;0;0;0;
02.01.2024;PMEF_F;PMEF_F;2113;2120;2112;2129;0;16;865848;1829195172;4063533;
02.01.2024;PMOZE;PMOZE;0;0;0;0;0;0;0;0;0;
02.01.2024;PMOZE_A;PMOZE_A;70;70,1;69,5;71;0;26;19124070;1339248003;426446050;
02.01.2024;PMOZE-BIO;PMOZE-BIO;300,1;300,15;300,05;300,15;0;15;3262598;979073566;20235603;
02.01.2024;PSZ_B_DLS-01;PSZ_B_DLS-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_KUJ-01;PSZ_B_KUJ-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_KUJ-02;PSZ_B_KUJ-02;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_LBL-01;PSZ_B_LBL-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_LBL-02;PSZ_B_LBL-02;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_LBL-03;PSZ_B_LBL-03;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_LBL-04;PSZ_B_LBL-04;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_LBL-05;PSZ_B_LBL-05;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_LBL-06;PSZ_B_LBL-06;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_LBL-07;PSZ_B_LBL-07;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_LBU-01;PSZ_B_LBU-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_LBU-02;PSZ_B_LBU-02;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_MAZ-01;PSZ_B_MAZ-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_MAZ-02;PSZ_B_MAZ-02;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_MAZ-03;PSZ_B_MAZ-03;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_OPO-01;PSZ_B_OPO-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_OPO-02;PSZ_B_OPO-02;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_PDK-01;PSZ_B_PDK-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_PDL-01;PSZ_B_PDL-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_POM-01;PSZ_B_POM-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_POM-02;PSZ_B_POM-02;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_WLK-01;PSZ_B_WLK-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_WLK-02;PSZ_B_WLK-02;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_WLK-03;PSZ_B_WLK-03;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_WLK-04;PSZ_B_WLK-04;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_WMA-01;PSZ_B_WMA-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_WMA-02;PSZ_B_WMA-02;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_WMA-03;PSZ_B_WMA-03;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_WMA-04;PSZ_B_WMA-04;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_WMA-05;PSZ_B_WMA-05;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_WMA-06;PSZ_B_WMA-06;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_ZPO-01;PSZ_B_ZPO-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_B_ZPO-02;PSZ_B_ZPO-02;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_DLS-01;PSZ_C_DLS-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_KUJ-01;PSZ_C_KUJ-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_KUJ-02;PSZ_C_KUJ-02;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_LBL-01;PSZ_C_LBL-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_LBL-02;PSZ_C_LBL-02;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_LBL-03;PSZ_C_LBL-03;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_LBL-04;PSZ_C_LBL-04;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_LBL-05;PSZ_C_LBL-05;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_LBL-06;PSZ_C_LBL-06;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_LBL-07;PSZ_C_LBL-07;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_LBU-01;PSZ_C_LBU-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_LBU-02;PSZ_C_LBU-02;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_MAZ-01;PSZ_C_MAZ-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_MAZ-02;PSZ_C_MAZ-02;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_MAZ-03;PSZ_C_MAZ-03;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_OPO-01;PSZ_C_OPO-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_OPO-02;PSZ_C_OPO-02;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_PDK-01;PSZ_C_PDK-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_PDL-01;PSZ_C_PDL-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_POM-01;PSZ_C_POM-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_POM-02;PSZ_C_POM-02;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_WLK-01;PSZ_C_WLK-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_WLK-02;PSZ_C_WLK-02;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_WLK-03;PSZ_C_WLK-03;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_WLK-04;PSZ_C_WLK-04;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_WMA-01;PSZ_C_WMA-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_WMA-02;PSZ_C_WMA-02;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_WMA-03;PSZ_C_WMA-03;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_WMA-04;PSZ_C_WMA-04;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_WMA-05;PSZ_C_WMA-05;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_WMA-06;PSZ_C_WMA-06;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_ZPO-01;PSZ_C_ZPO-01;0;0;0;0;0;0;0;0;0;
02.01.2024;PSZ_C_ZPO-02;PSZ_C_ZPO-02;0;0;0;0;0;0;0;0;0;
02.01.2024;RDN-1;RDN_03-01-24_H01;280,82;295;280,82;295;0;108;2905,5;816042,67;2591,2;
02.01.2024;RDN-1;RDN_03-01-24_H02;268,1;278;268,1;278;0;113;3126,8;838394,08;2591,9;
02.01.2024;RDN-1;RDN_03-01-24_H03;250;260;250;260;0;119;3393,4;848450;2367,1;
02.01.2024;RDN-1;RDN_03-01-24_H04;248,3;258;248,3;258;0;121;3465;860456,5;2359,7;
02.01.2024;RDN-1;RDN_03-01-24_H05;256,8;266;256,8;266;0;117;3300,5;847660,4;2381,5;
02.01.2024;RDN-1;RDN_03-01-24_H06;280,82;290;280,82;290;0;111;2848,1;799895,242;2380,7;
02.01.2024;RDN-1;RDN_03-01-24_H07;396,64;395;395;410;0;117;3088,1;1224989,384;2683,1;
02.01.2024;RDN-1;RDN_03-01-24_H08;396,64;395;395;410;0;111;2539,5;1007384,48;2015,3;
02.01.2024;RDN-1;RDN_03-01-24_H09;400;395;395;400;0;111;2738,8;1095470;2213,7;
02.01.2024;RDN-1;RDN_03-01-24_H10;396,64;396,64;396,64;396,64;0;110;2666,3;1057561,232;2253,2;
02.01.2024;RDN-1;RDN_03-01-24_H11;390;390;390;390;0;106;2521,4;983346;2161,2;
02.01.2024;RDN-1;RDN_03-01-24_H12;396,64;396,64;396,64;396,64;0;106;2458,5;975139,44;2122,1;
02.01.2024;RDN-1;RDN_03-01-24_H13;410;410;410;410;0;106;2660,7;1090887;2210,6;
02.01.2024;RDN-1;RDN_03-01-24_H14;413;413;413;413;0;116;3150,3;1301073,9;2606;
02.01.2024;RDN-1;RDN_03-01-24_H15;408,32;408,32;408,32;408,32;0;111;3323,2;1356929,024;2760,6;
02.01.2024;RDN-1;RDN_03-01-24_H16;417,06;417,06;417,06;417,06;0;106;3175;1324165,5;2675,7;
02.01.2024;RDN-1;RDN_03-01-24_H17;435;435;435;435;0;114;3867,7;1682449,5;3134,1;
02.01.2024;RDN-1;RDN_03-01-24_H18;435;435;435;435;0;110;3756,2;1633947;3003,6;
02.01.2024;RDN-1;RDN_03-01-24_H19;430;430;430;430;0;113;3813,2;1639676;3190,5;
02.01.2024;RDN-1;RDN_03-01-24_H20;420,49;420;420;420,49;0;113;3355,4;1410911,166;2829,2;
02.01.2024;RDN-1;RDN_03-01-24_H21;408,32;399;399;408,32;0;107;2882,6;1177004,592;2380,6;
02.01.2024;RDN-1;RDN_03-01-24_H22;393;393;393;393;0;109;2417,2;949959,6;2105,4;
02.01.2024;RDN-1;RDN_03-01-24_H23;399,68;399,68;399,68;399,68;0;115;3049,5;1218824,16;2693;
02.01.2024;RDN-1;RDN_03-01-24_H24;396,64;396,64;396,64;396,64;0;106;2291,2;908781,568;1942;
02.01.2024;RZP_A_LBL-01;RZP_A_LBL-01;0;0;0;0;0;0;0;0;0;
02.01.2024;SGT_BASE;SGT_BASE_03-01-24;0;0;0;0;0;0;0;0;0;
02.01.2024;SGT_RDB;SGT_RDB_02-01-24;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_B_KUJ-02;ZTO_B_KUJ-02;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_B_LBL-01;ZTO_B_LBL-01;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_B_LBU-01;ZTO_B_LBU-01;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_B_MAZ-01;ZTO_B_MAZ-01;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_B_PDL-01;ZTO_B_PDL-01;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_B_WLK-01;ZTO_B_WLK-01;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_B_WLK-02;ZTO_B_WLK-02;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_B_WMA-01;ZTO_B_WMA-01;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_B_WMA-02;ZTO_B_WMA-02;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_B_WMA-03;ZTO_B_WMA-03;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_C_KUJ-02;ZTO_C_KUJ-02;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_C_LBL-01;ZTO_C_LBL-01;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_C_LBU-01;ZTO_C_LBU-01;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_C_MAZ-01;ZTO_C_MAZ-01;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_C_PDL-01;ZTO_C_PDL-01;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_C_WLK-01;ZTO_C_WLK-01;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_C_WLK-02;ZTO_C_WLK-02;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_C_WMA-01;ZTO_C_WMA-01;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_C_WMA-02;ZTO_C_WMA-02;0;0;0;0;0;0;0;0;0;
02.01.2024;ZTO_C_WMA-03;ZTO_C_WMA-03;0;0;0;0;0;0;0;0;0;
03.01.2024;BASE;BASE_04-01-24;420;422;417,99;433;0;115;1415;14347114,8;769;
03.01.2024;BASE;BASE_05-01-24;0;0;0;0;0;0;0;0;0;
03.01.2024;BASE_M;BASE_M-02-24;485;482,99;481;485;495,01;9;9;3020633,04;129;
03.01.2024;BASE_M;BASE_M-03-24;437;437;437;437;445;1;1;324691;115;
03.01.2024;BASE_M;BASE_M-04-24;0;0;0;0;510;0;0;0;14;
